record_id,item,framing_arm,proof_variant,segment,n_shown,n_best,n_worst,bw_score
32.0,11,2,2,16,3,0,0,0
36.0,11,1,1,3,4,1,1,0
36.0,10,1,2,3,3,1,1,0
36.0,1,1,3,3,4,1,2,-1
36.0,7,1,0,3,3,0,1,-1
36.0,8,1,0,3,2,0,1,-1
36.0,2,1,3,3,4,1,1,0
36.0,12,1,2,3,4,0,3,-3
36.0,9,1,0,3,2,1,0,1
36.0,3,1,1,3,4,0,1,-1
36.0,13,1,1,3,4,0,2,-2
36.0,4,1,1,3,3,1,0,1
36.0,14,1,0,3,4,2,0,2
36.0,5,1,1,3,3,0,0,0
36.0,15,1,2,3,3,2,0,2
36.0,6,1,2,3,3,1,0,1
36.0,16,1,3,3,3,1,1,0
36.0,17,1,0,3,3,2,0,2
37.0,5,2,1,7,4,3,0,3
37.0,16,2,3,7,3,0,3,-3
37.0,17,2,0,7,3,0,1,-1
37.0,3,2,3,7,3,1,0,1
37.0,1,2,2,7,3,0,1,-1
37.0,4,2,2,7,3,2,0,2
37.0,6,2,1,7,4,0,0,0
37.0,7,2,0,7,4,0,4,-4
37.0,2,2,1,7,2,0,1,-1
37.0,8,2,0,7,4,1,2,-1
37.0,9,2,0,7,4,0,1,-1
37.0,10,2,1,7,4,3,0,3
37.0,11,2,1,7,4,0,0,0
37.0,12,2,1,7,4,3,0,3
37.0,13,2,1,7,3,1,1,0
37.0,14,2,0,7,2,0,0,0
37.0,15,2,2,7,2,0,0,0
38.0,2,2,1,3,4,3,0,3
38.0,17,2,0,3,3,2,0,2
38.0,13,2,1,3,3,0,3,-3
38.0,14,2,0,3,3,1,0,1
38.0,3,2,2,3,4,0,3,-3
38.0,1,2,1,3,3,0,1,-1
38.0,15,2,2,3,3,1,0,1
38.0,4,2,3,3,4,0,3,-3
38.0,16,2,1,3,2,0,0,0
38.0,5,2,2,3,4,0,1,-1
38.0,6,2,1,3,4,1,1,0
38.0,7,2,0,3,4,1,0,1
38.0,8,2,0,3,4,1,0,1
38.0,9,2,0,3,4,2,2,0
38.0,10,2,2,3,3,1,0,1
38.0,11,2,2,3,2,0,0,0
38.0,12,2,2,3,2,1,0,1
39.0,12,2,1,3,4,0,1,-1
39.0,2,2,2,3,4,2,1,1
39.0,11,2,1,3,3,0,2,-2
39.0,8,2,0,3,3,1,1,0
39.0,3,2,2,3,4,1,2,-1
39.0,9,2,0,3,2,1,0,1
